Age,Income,Employment_Type,Years_Employed,Loan_Amount,Loan_Term,Credit_History,Existing_Debt,Debt_to_Income,Previous_Default,Savings,Dependents,Property_Owned,Loan_Purpose,Risk_Label
30,1644210,Business,9,1624233,180,Bad,276212,0.16799060461218177,0,124131,2,0,Business,0
60,2178442,Business,5,1352659,180,Bad,196698,0.09029292939957576,0,77622,5,1,Personal,0
44,1141892,Self-Employed,17,1094981,60,Bad,446850,0.3913238806087786,1,1496070,5,0,Personal,1
32,1585794,Salaried,10,418325,12,Average,339107,0.21384037659344365,0,993936,5,1,Car,0
21,2057387,Salaried,0,180167,180,Average,749122,0.364113137628877,0,410063,2,0,Car,0
34,1972464,Self-Employed,2,383126,120,Bad,213465,0.10822245261639624,0,758647,2,0,Car,0
51,1208535,Self-Employed,18,756852,120,Average,52672,0.043583310716437076,0,1105425,1,1,Home,0
21,2429532,Self-Employed,0,794012,120,Bad,622851,0.25636655274902626,1,1377912,3,1,Home,1
39,1371097,Salaried,11,647797,12,Average,148047,0.10797696444747203,1,1169131,0,1,Personal,0
30,382372,Business,8,1182120,120,Good,678834,1.7753188640411326,1,1052555,3,0,Education,1
59,1992825,Self-Employed,23,1846118,36,Bad,300298,0.15068952332014937,0,37339,4,0,Home,1
23,2322936,Business,1,1430473,180,Average,148591,0.06396686608375518,1,1029358,1,0,Education,0
49,578753,Salaried,27,254490,24,Average,242462,0.4189379252670392,1,586356,0,0,Education,0
33,2216939,Business,9,1675569,180,Average,687729,0.31021543208205904,0,1369035,0,1,Education,0
42,2011117,Self-Employed,21,817442,36,Average,565527,0.28120030749065944,1,280226,0,0,Business,0
28,1917333,Business,3,1302379,120,Bad,329931,0.172077999972879,0,1198388,1,1,Home,0
36,2391115,Self-Employed,6,1926976,24,Bad,685273,0.28659128206243445,0,130134,3,1,Education,0
47,263854,Self-Employed,9,1367334,180,Average,66269,0.2511568854105475,0,800376,5,0,Car,0
31,1366937,Business,1,1132368,24,Average,632266,0.46254182706165164,1,349828,1,1,Car,1
26,1835844,Business,3,826264,36,Average,719003,0.39164689829479066,0,414418,4,0,Business,0
43,1036623,Business,6,563229,120,Average,174792,0.1686165861488833,0,301806,2,1,Home,0
24,361322,Self-Employed,1,397432,24,Average,297541,0.8234765016342718,0,842526,0,1,Education,1
29,257733,Business,5,1779983,24,Average,432259,1.6771516369590354,0,1226090,2,0,Car,1
44,154487,Salaried,17,1167599,24,Bad,434735,2.814037336233235,0,1009180,0,0,Business,1
32,1256365,Salaried,8,1912854,120,Average,751117,0.5978488752481363,0,829203,3,1,Personal,0
30,1577290,Business,6,345058,120,Bad,523666,0.33200341598348054,0,1440682,4,0,Business,0
26,600150,Self-Employed,4,1809035,60,Bad,63113,0.10516186759665484,0,786750,1,0,Education,0
56,1043253,Business,1,713886,180,Bad,764947,0.7332317920659782,0,1478953,4,0,Home,1
50,2218113,Salaried,5,546085,60,Good,367964,0.16589048173358087,1,1231614,5,0,Business,0
25,622551,Business,1,1928401,60,Good,101293,0.1627060872023542,0,520044,1,0,Car,0
43,1869090,Salaried,14,282450,12,Good,594853,0.31825791253609376,0,1064848,5,1,Car,0
47,1556882,Salaried,16,983359,24,Bad,234071,0.1503459155248018,1,1115031,2,0,Business,1
51,875495,Salaried,19,1410231,36,Average,581026,0.6636535175489094,0,79791,2,1,Business,0
53,842615,Salaried,17,1700512,180,Good,651207,0.7728395852915207,1,1194579,2,0,Car,1
50,1737126,Self-Employed,13,303902,24,Good,548875,0.3159671112129395,1,361427,0,1,Education,0
60,1064077,Salaried,24,1480041,36,Bad,712622,0.6697084236305985,0,1443480,0,0,Business,1
47,762218,Self-Employed,11,786019,180,Average,23998,0.031484389657040826,0,1054362,3,0,Education,0
38,1370313,Self-Employed,17,249453,60,Average,598272,0.4365948242519598,1,1294645,3,0,Business,0
43,1086534,Self-Employed,0,1242571,60,Average,406300,0.37394101432535537,1,869528,1,0,Business,1
37,973692,Self-Employed,7,380308,180,Good,579584,0.5952430591572497,1,782414,3,1,Business,0
27,1103659,Self-Employed,4,588074,120,Bad,648546,0.5876320605983727,0,578683,2,1,Education,0
40,1284241,Salaried,7,1949771,180,Bad,87773,0.0683461528278938,0,626364,2,0,Home,0
58,2333734,Self-Employed,12,1681840,24,Average,624632,0.2676533539583543,0,345629,5,0,Car,0
43,2130587,Salaried,18,102540,36,Good,696304,0.3268130675663244,1,825740,4,0,Business,0
36,483191,Business,14,252250,180,Good,189835,0.392876951605159,0,1473624,2,1,Education,0
44,1292056,Self-Employed,8,1034027,24,Good,343597,0.2659302182488853,0,1317958,3,1,Car,0
31,967362,Business,2,1217489,180,Good,430480,0.4450035819025536,0,483969,4,0,Home,0
36,877385,Business,3,1022330,12,Average,483385,0.5509376716747247,0,246896,3,0,Personal,0
44,1125003,Salaried,20,162233,12,Bad,711011,0.632007530639891,1,931336,5,1,Personal,1
64,2276480,Self-Employed,13,1586151,12,Average,205705,0.09036095623025187,1,309996,0,0,Personal,0
47,476470,Business,18,699315,36,Good,705317,1.4802936590054798,0,65353,0,0,Personal,0
37,641321,Self-Employed,5,1651839,60,Average,716976,1.1179657020966067,1,1445802,3,1,Business,1
27,2337155,Salaried,0,1838361,180,Average,248216,0.1062042927386961,0,1023056,4,1,Business,0
48,1305997,Salaried,19,1560390,60,Bad,324385,0.24838093167064573,0,840574,0,0,Education,0
23,1477611,Salaried,1,1039950,180,Good,671118,0.45419095134582016,0,876993,3,0,Car,0
42,1798272,Business,19,1739571,36,Bad,107376,0.05971062235822926,0,1003585,5,0,Education,0
46,291550,Self-Employed,18,395896,12,Bad,129682,0.4448003951281251,0,380510,0,1,Education,1
23,1034469,Self-Employed,1,1353280,60,Bad,46252,0.0447108181000899,1,948716,0,1,Business,1
45,2203761,Salaried,0,702341,36,Good,374869,0.170104121951463,0,937228,4,1,Home,0
43,2014588,Business,0,253464,180,Average,10620,0.005271546702578045,1,807155,2,0,Business,0
56,1070364,Self-Employed,30,1043677,60,Bad,155582,0.14535415489108855,0,102837,4,1,Education,0
45,2380346,Business,21,921641,24,Bad,698696,0.2935269521628569,0,676182,2,0,Car,0
40,601133,Salaried,13,1700230,24,Bad,272733,0.45369751170288153,0,1108693,4,1,Home,1
21,1752408,Self-Employed,0,578915,60,Bad,388038,0.2214311841584927,0,118159,3,0,Personal,0
43,800814,Self-Employed,19,1553598,180,Average,71634,0.08945137141537059,1,1474021,0,0,Home,1
50,2211901,Salaried,15,145642,120,Bad,442956,0.20026022852730366,1,639433,5,1,Education,1
49,2329738,Self-Employed,17,1178314,12,Good,337911,0.14504242749938942,1,105946,3,1,Education,0
37,1702459,Salaried,2,1112494,24,Good,128660,0.0755729943728487,0,370432,5,0,Personal,0
24,863061,Self-Employed,0,1832713,60,Average,108715,0.1259642992044604,1,471864,5,0,Business,1
60,401843,Business,25,1562503,60,Bad,607806,1.5125421805476753,1,686694,4,0,Education,1
59,521549,Business,25,1848033,12,Average,282934,0.5424868181382417,0,398706,0,1,Home,0
45,797983,Self-Employed,5,665759,12,Average,247298,0.3099034567109115,1,1457055,1,0,Home,1
40,2082698,Business,18,231649,24,Good,116405,0.0558914178188975,0,304458,2,0,Personal,0
56,1351435,Salaried,30,1388228,180,Average,116189,0.08597447455891363,1,722347,3,0,Home,1
22,891883,Salaried,0,455593,24,Bad,651439,0.730407766032354,1,124323,3,1,Home,1
28,303172,Salaried,7,998189,24,Good,52861,0.17435919425542512,0,620937,1,1,Business,0
26,308175,Salaried,3,675689,60,Average,111892,0.3630782410051399,0,1001571,1,1,Education,0
61,236585,Salaried,29,1266132,120,Average,702959,2.9712620357924813,1,554846,2,1,Car,1
58,2349434,Salaried,11,638095,12,Good,204666,0.08711285904909052,1,1485096,3,0,Home,0
28,2482139,Self-Employed,7,856266,120,Bad,93263,0.03757362598402991,0,708030,4,0,Business,0
23,2181855,Salaried,0,133064,12,Good,65553,0.030044604226860068,0,1382255,0,0,Personal,0
31,1726066,Business,3,875640,120,Average,563093,0.32622893549323406,0,1482366,0,1,Personal,0
34,1275790,Self-Employed,10,1843020,24,Good,179596,0.1407722738285503,0,510135,3,0,Education,0
45,592389,Business,22,1877620,120,Average,758176,1.2798595519843345,1,1028977,3,0,Personal,1
28,1600464,Business,6,883625,24,Bad,604918,0.37796390424033016,0,740792,2,0,Personal,0
50,1870282,Self-Employed,2,405239,24,Average,679847,0.3634995345624165,0,1437304,4,1,Business,0
41,1687771,Salaried,9,751298,180,Bad,414481,0.24557878670815728,1,1088921,2,1,Car,1
49,422899,Salaried,13,504346,24,Average,369143,0.8728848427524237,0,193982,0,0,Car,0
58,138767,Salaried,18,527583,180,Average,758468,5.465726968753603,1,649562,3,1,Business,1
26,1308216,Business,1,471071,24,Average,645940,0.49375600531104546,1,105366,2,0,Personal,1
64,2023391,Business,42,1515622,120,Good,679827,0.3359838330882004,0,451346,4,0,Car,0
28,443356,Business,1,991124,180,Bad,569865,1.2853411584795098,1,362606,4,0,Car,1
37,179999,Salaried,3,1011758,36,Average,64383,0.35768333333333335,1,683582,1,0,Home,1
32,327111,Self-Employed,3,633216,24,Average,654183,1.999874660666683,0,1493950,4,0,Home,1
43,1744002,Salaried,2,1224182,36,Bad,613681,0.35188070204007676,1,804564,5,0,Car,1
46,2021462,Salaried,1,793334,180,Good,414529,0.20506385721628345,0,503142,5,1,Education,0
35,319257,Salaried,7,1345631,24,Good,697940,2.186131592630412,0,326950,2,1,Education,1
44,1433315,Self-Employed,17,750492,24,Good,508976,0.3551038291625852,1,1118187,1,1,Car,0
62,730150,Business,0,527487,36,Good,566383,0.7757066688945163,1,608980,5,0,Education,1
63,704498,Self-Employed,42,1898385,24,Bad,117790,0.16719683065554386,0,384294,0,1,Home,0
61,1616382,Self-Employed,13,1361689,24,Bad,167919,0.10388565086368763,0,37473,3,1,Education,1
48,2020931,Self-Employed,1,1598163,60,Good,45814,0.02266973851668438,1,513861,1,1,Home,1
42,566212,Business,10,750460,180,Bad,533235,0.9417569006716554,1,1214666,2,1,Education,1
47,1537601,Self-Employed,21,596798,180,Average,629365,0.4093159348127799,0,146145,3,1,Car,0
43,736367,Self-Employed,12,1413190,120,Good,79949,0.10857207265932252,0,525056,2,1,Education,0
53,622818,Self-Employed,14,1344532,120,Average,18691,0.030010324026723656,0,1410413,3,0,Home,0
59,1876078,Self-Employed,10,531133,120,Good,632453,0.33711426864220534,0,474010,1,0,Car,0
59,758409,Salaried,25,1635188,120,Bad,92981,0.12259991297583102,1,157234,3,1,Education,1
28,568573,Salaried,0,1829890,120,Average,162331,0.28550549268872655,1,966383,3,1,Business,1
60,967512,Business,35,1269404,180,Bad,275899,0.28516309341579904,1,966208,0,0,Education,1
48,340195,Business,13,913709,60,Bad,375837,1.104766076026761,1,679214,2,1,Car,1
49,424638,Self-Employed,4,896912,24,Good,674418,1.5882149308000442,0,1209150,5,1,Business,0
49,2415312,Business,18,919744,60,Bad,550743,0.228021378595652,1,114547,4,1,Personal,1
47,2348872,Business,21,1061237,60,Good,55546,0.02364793669134091,1,33588,2,0,Business,0
44,867488,Salaried,16,1475529,24,Good,728591,0.8398850014236492,1,871147,0,0,Car,1
31,318742,Self-Employed,1,724043,120,Bad,710493,2.229046598670402,0,1407762,4,0,Business,1
35,732852,Business,9,1295088,12,Good,585579,0.7990401895059446,0,1051048,4,0,Personal,0
42,381887,Self-Employed,6,1702006,120,Average,664161,1.7391512694821518,1,910369,2,0,Personal,1
64,2155390,Self-Employed,6,1742207,60,Good,262402,0.12174218042109297,0,400084,1,0,Home,0
29,1049596,Salaried,3,1621751,12,Good,130571,0.12440107965247614,0,970598,5,1,Education,0
48,2403082,Salaried,6,240545,12,Bad,256653,0.10680155450311121,1,1328854,2,1,Business,1
23,682590,Self-Employed,2,1406260,12,Good,511583,0.749472231541289,1,1370291,5,0,Business,1
25,683667,Salaried,2,872300,180,Bad,200721,0.2935942592018348,0,288676,5,0,Education,0
45,2242771,Self-Employed,5,780467,60,Average,20912,0.009324175618386532,1,1221649,5,0,Business,0
45,1669298,Business,11,1509432,36,Good,148583,0.08900921883976448,1,1238015,3,0,Car,0
53,2087129,Self-Employed,31,1324681,180,Bad,320642,0.15362818799020664,0,901149,2,1,Business,0
30,1396333,Salaried,2,1265614,60,Average,391291,0.28022736680479027,0,505450,4,1,Business,0
26,1623282,Business,5,1057929,60,Average,199303,0.1227777288371775,1,782849,5,1,Car,0
38,2403256,Salaried,3,95915,36,Average,207041,0.08615017037295637,1,483639,3,1,Business,0
38,199146,Salaried,8,1305899,120,Average,133703,0.6713784289996837,0,1177716,4,0,Personal,1
33,1324244,Self-Employed,12,1193332,120,Good,496563,0.37497819512250374,1,1392559,5,1,Car,0
34,645924,Business,6,1453058,60,Average,532099,0.8237783024344931,1,1190229,2,0,Car,1
54,1102159,Self-Employed,8,1754143,24,Average,224998,0.2041427741888655,1,663823,4,1,Home,1
25,1959994,Salaried,1,1413962,120,Good,531091,0.270965487156855,0,1100022,1,0,Education,0
60,1638282,Salaried,28,125956,60,Average,773415,0.47208876610451306,0,505487,4,0,Education,0
48,461200,Self-Employed,5,1493697,60,Bad,445424,0.9657914878762188,0,992555,4,0,Business,1
27,1363259,Self-Employed,5,317805,180,Bad,492451,0.3612304329328228,0,1052414,0,0,Home,0
46,580741,Salaried,9,1052908,36,Good,244571,0.42113537508911014,0,351950,4,0,Personal,0
26,1866123,Self-Employed,2,1245629,60,Average,62457,0.033468837011902744,1,420296,5,0,Home,0
53,408601,Business,6,534575,180,Good,459943,1.1256503883975115,1,1131626,3,1,Personal,1
44,1731262,Salaried,8,1697922,60,Good,791462,0.45715873324850126,0,934257,4,1,Home,0
39,634218,Salaried,4,392237,24,Bad,387514,0.6110097616123137,1,451736,5,0,Home,1
45,1808509,Self-Employed,7,1386106,36,Average,505653,0.27959646338698707,1,771581,5,0,Education,1
46,1187356,Salaried,14,1188347,60,Bad,520584,0.43843932364065735,0,340521,4,1,Education,0
35,311695,Self-Employed,9,90021,60,Bad,217831,0.6988572198552435,0,914878,0,1,Home,1
63,1671461,Self-Employed,24,686725,60,Good,86557,0.051785203612167076,1,849728,3,1,Personal,0
58,1508537,Salaried,36,1887302,24,Bad,19061,0.012635412565013278,1,1104309,0,1,Personal,1
25,302365,Salaried,2,961118,36,Average,10237,0.03385631982431887,0,798126,0,1,Car,0
57,1842397,Business,14,431587,12,Good,78000,0.04233612932710522,1,1125175,0,0,Personal,0
29,2099669,Business,4,460235,12,Average,580123,0.27629246500640575,1,415373,5,0,Education,0
59,1725643,Salaried,34,474104,12,Average,111422,0.06456835824770346,1,288169,4,0,Education,0
21,2055808,Self-Employed,0,1949625,24,Average,202493,0.09849796357540998,0,917930,3,1,Business,0
40,394657,Salaried,10,106263,180,Bad,586402,1.4858485068084266,1,2681,1,0,Education,1
36,945961,Salaried,5,1116003,12,Average,653751,0.6910964711056047,0,546035,3,1,Personal,0
31,1632147,Self-Employed,0,559189,12,Average,465115,0.28497109330771475,1,660487,5,0,Business,0
34,440533,Business,0,900154,12,Bad,507220,1.1513753762479173,1,921541,5,1,Car,1
64,1149658,Salaried,27,1650954,120,Average,456695,0.3972438784022045,1,1356356,2,0,Personal,1
29,1012184,Business,6,423100,12,Bad,53111,0.05247163315006644,0,1134860,4,0,Car,0
57,193406,Self-Employed,1,1964226,36,Average,700493,3.621859601772428,1,204988,5,0,Home,1
45,2175782,Business,13,1658350,12,Good,40655,0.018685227341145694,0,388189,3,1,Car,0
59,1756687,Business,35,1304278,180,Average,368980,0.2100429899902544,0,609089,1,0,Business,0
47,559169,Self-Employed,5,476627,36,Average,114708,0.20513976071677664,0,797696,5,0,Car,0
32,2219802,Business,7,1096097,180,Average,305168,0.13747526244446015,0,404808,1,0,Business,0
38,2071112,Self-Employed,2,1066299,180,Bad,770807,0.37217042237676073,1,1494445,0,1,Personal,1
61,1614600,Salaried,31,1393699,12,Bad,331402,0.20525318639094117,0,404925,5,1,Education,0
63,1448885,Business,41,1331177,60,Bad,586343,0.4046853927776236,1,946698,0,0,Home,1
60,902360,Business,19,1023929,120,Good,517872,0.5739077819187665,1,404598,2,0,Business,1
64,2284041,Self-Employed,2,821878,24,Good,118690,0.05196489381543772,1,281328,4,1,Car,0
42,2268882,Self-Employed,13,178996,60,Average,296690,0.13076478602025754,0,143577,2,1,Home,0
64,1924480,Salaried,33,713403,12,Good,165202,0.08584236477263221,1,617238,0,1,Business,0
38,880199,Salaried,9,1860524,120,Average,563548,0.6402499431947285,0,1364480,3,1,Personal,0
56,1697065,Business,31,1343869,60,Bad,551628,0.32504805352296257,0,1144486,5,1,Business,0
29,573395,Self-Employed,3,1374551,120,Good,351501,0.6130161354456606,0,1176787,2,1,Car,0
41,2459892,Salaried,8,359930,120,Good,392190,0.15943376398892148,1,411141,3,1,Home,0
47,719747,Self-Employed,3,1473992,120,Average,417342,0.579844612280965,0,1316277,0,1,Home,0
59,1591781,Salaried,28,1687031,12,Good,26887,0.016891132077131166,1,415848,0,1,Education,0
52,1131106,Salaried,17,1840066,60,Average,34026,0.030082034679300897,0,1289999,1,0,Personal,0
58,1549537,Business,3,1362452,120,Good,376308,0.2428517403251808,1,396158,5,0,Home,0
21,2052092,Salaried,0,1894437,60,Bad,750637,0.3657909266295436,1,1216916,4,0,Personal,1
56,2033416,Self-Employed,32,670030,12,Bad,553557,0.2722299459481257,0,356944,3,1,Personal,0
43,277061,Business,15,1796342,24,Good,365468,1.3190838151749429,0,224666,4,0,Business,1
29,506711,Self-Employed,2,1786800,120,Good,100730,0.19879142392522775,0,543929,3,0,Car,0
24,1537718,Salaried,3,554176,36,Bad,761920,0.4954871468714375,0,716961,4,0,Business,0
51,2100185,Self-Employed,21,766193,12,Average,336352,0.16015343402917645,1,423544,4,1,Personal,0
52,942461,Self-Employed,21,1152588,12,Bad,396776,0.42099946735252985,1,11575,3,1,Personal,1
41,1472797,Salaried,5,1236338,36,Good,765338,0.5196489946347022,1,218323,5,1,Home,1
58,1330953,Self-Employed,14,1026679,24,Good,487466,0.36625307861879525,0,203631,1,0,Business,0
23,120910,Business,0,1267118,60,Average,509322,4.212371082862601,1,1358061,2,1,Personal,1
35,2019237,Salaried,3,685093,120,Average,397254,0.19673460978844495,1,683575,5,0,Personal,0
24,1348952,Salaried,2,238898,60,Bad,606512,0.4496168509948086,0,868250,3,0,Personal,0
44,2485408,Salaried,0,1354765,120,Good,267791,0.10774524434408984,0,1288703,5,1,Business,0
31,2150247,Salaried,2,730993,24,Good,642441,0.2987753040579505,0,647908,0,1,Home,0
22,1892757,Self-Employed,1,945120,12,Good,78615,0.04153462830430515,1,1307825,4,0,Car,0
60,1368461,Self-Employed,7,1624621,24,Average,163157,0.1192265477594555,1,1239766,2,1,Car,1
33,1314943,Salaried,11,1386541,180,Good,566660,0.4309385038450307,0,546121,0,0,Education,0
34,1046053,Salaried,9,1448688,24,Good,563786,0.5389645276438884,0,833808,3,1,Business,0
26,262140,Salaried,1,719616,36,Average,194793,0.7430848283938797,0,164036,2,1,Home,1
27,2495164,Salaried,2,542457,60,Bad,404938,0.1622890670556857,0,982082,5,0,Education,0
63,658277,Business,5,1863358,24,Good,122850,0.1866232807415712,0,1422456,2,1,Personal,0
28,1282492,Business,4,418758,180,Average,221046,0.17235649629276728,0,545287,4,1,Education,0
36,1023586,Salaried,7,822807,60,Good,727273,0.7105141038328936,0,678148,5,0,Car,0
57,534437,Salaried,31,212829,36,Average,321259,0.6011155643872629,0,703635,5,0,Business,0
50,1801056,Business,4,1020257,12,Good,159806,0.08872900746617125,0,1361325,4,1,Personal,0
29,1413294,Salaried,8,106698,180,Bad,574790,0.40670206857025604,1,760006,0,1,Car,1
63,1254445,Business,39,68679,12,Good,638979,0.5093714675641677,0,1137477,1,1,Business,0
51,1551360,Salaried,20,975636,24,Bad,484626,0.31238763898280286,0,242372,5,1,Home,0
25,474235,Self-Employed,3,938774,12,Average,92238,0.19449809799340412,0,1198322,4,1,Home,0
33,621195,Self-Employed,2,1979548,12,Good,682586,1.098825491471291,1,1323173,0,0,Business,1
26,1101196,Self-Employed,4,868275,24,Bad,63140,0.05733760625937048,1,1154896,2,1,Personal,1
38,1069528,Self-Employed,14,562470,60,Bad,150117,0.14035804545739292,1,289279,1,0,Car,1
21,2398901,Business,0,1053174,180,Average,750793,0.31297360208962266,1,907877,5,1,Car,0
28,1361761,Business,0,1424552,120,Good,609448,0.44754369706306973,1,109318,0,0,Education,1
37,1602338,Business,15,1603281,120,Bad,560670,0.3499072293690661,0,574287,0,0,Personal,0
41,286544,Business,2,1364613,120,Bad,732469,2.5562093213980353,0,1256447,2,1,Business,1
27,350876,Self-Employed,2,1559053,24,Good,239133,0.6815294248411836,0,916049,0,1,Car,1
36,353793,Salaried,6,769082,24,Good,658026,1.8599128306302537,0,1156281,1,0,Car,1
24,1372336,Salaried,1,1062040,36,Good,463530,0.337766889619678,1,1326889,4,0,Education,1
55,2452867,Self-Employed,34,1511737,180,Average,742732,0.3028014552760279,1,927583,4,0,Home,0
21,1378942,Salaried,0,1939656,24,Bad,618698,0.4486755435141264,1,502873,2,0,Car,1
33,1998047,Salaried,1,63014,120,Good,482070,0.24127047998846873,0,792349,5,1,Business,0
27,1567534,Salaried,5,427380,24,Average,460591,0.2938313977040385,0,214943,5,0,Car,0
55,401035,Self-Employed,3,867567,180,Bad,457274,1.140231799638935,1,881525,2,1,Business,1
36,920630,Salaried,2,760862,12,Good,556392,0.6043594013236574,1,794035,1,0,Education,1
26,1329613,Salaried,0,1914348,60,Bad,198761,0.14948774606765572,0,1381017,1,1,Car,1
24,636408,Self-Employed,2,150148,36,Bad,367717,0.5777998111277496,1,1468952,3,0,Personal,1
49,2128463,Salaried,4,1326253,60,Bad,792790,0.37247047636229696,1,316539,3,0,Home,1
48,2210688,Salaried,7,280964,12,Good,413353,0.18697926302614254,0,1217170,3,0,Personal,0
50,555273,Business,11,997193,180,Average,73588,0.1325255639558128,1,243795,0,0,Business,1
29,2126759,Business,1,1717710,60,Good,581716,0.27352216517143446,0,951549,3,0,Car,0
28,1365367,Salaried,4,405641,60,Good,20706,0.01516514229130901,0,691955,1,0,Business,0
44,1832693,Business,15,1317843,60,Bad,795450,0.43403317738804187,1,1208925,5,0,Car,1
50,562466,Salaried,9,739932,36,Bad,566308,1.0068288450700218,1,1105840,0,0,Education,1
31,1621241,Self-Employed,2,1836257,24,Bad,434363,0.2679199033827152,0,811146,3,1,Education,0
49,1631568,Self-Employed,25,1422669,180,Bad,649591,0.39813884671748484,1,339972,4,1,Car,1
24,545930,Self-Employed,1,1399479,120,Bad,459311,0.84133526031678,1,257186,3,0,Education,1
53,914108,Salaried,20,197972,180,Bad,435396,0.4763064361033531,1,352585,1,1,Car,1
39,775519,Self-Employed,17,1507721,36,Average,517359,0.6671123891066639,0,430158,4,0,Car,0
52,559222,Self-Employed,4,592660,36,Good,744057,1.3305193098281007,0,907432,0,1,Home,0
54,1828851,Self-Employed,33,1933929,120,Average,261496,0.14298368594068847,0,1044414,3,0,Business,0
26,1066515,Self-Employed,2,578335,180,Average,278659,0.26127971826020424,0,200287,1,0,Education,0
25,1312575,Self-Employed,1,1544213,120,Good,492723,0.3753862633477985,0,1433840,1,0,Business,0
30,1344726,Business,7,1491394,120,Good,613368,0.45612826990162314,0,468147,5,1,Car,0
46,852613,Self-Employed,2,1263160,24,Bad,415146,0.486909668384521,0,311748,5,0,Business,1
22,2015614,Business,0,330242,36,Bad,338692,0.16803407396749875,0,1304750,3,0,Home,0
56,1073777,Self-Employed,18,73059,12,Average,172949,0.1610658814019285,0,416104,5,1,Business,0
64,731011,Salaried,2,127156,120,Good,595800,0.8150345001176451,1,553520,4,1,Personal,0
24,225332,Self-Employed,2,938454,12,Average,111558,0.495080614024577,1,1022896,0,1,Home,1
35,1391214,Business,3,113683,12,Average,74081,0.05324913834310297,1,426924,3,0,Business,0
62,1854532,Business,12,555917,36,Average,770285,0.4153525442793415,0,986812,5,0,Business,0
50,2162414,Salaried,15,1818073,36,Good,408991,0.18913622038322894,0,633879,4,0,Personal,0
63,1468742,Business,30,640736,24,Average,37213,0.02533663139160493,0,1369368,3,0,Car,0
56,1092017,Business,29,1282375,120,Average,535679,0.4905404489669584,1,1137088,5,0,Education,1
61,288728,Business,33,1634519,36,Bad,13111,0.04540936310519553,0,261459,5,0,Business,1
24,269850,Business,1,142704,60,Good,257994,0.9560609373320833,0,1166184,2,0,Business,0
31,2410884,Salaried,4,1467072,12,Good,109444,0.0453957778989873,1,110353,0,0,Car,0
23,981290,Self-Employed,0,338121,12,Average,209831,0.21383157493546767,1,1128278,1,0,Car,0
59,161108,Business,23,663940,36,Average,546707,3.3933982583220055,1,698673,3,1,Business,1
59,2124795,Salaried,26,1657019,12,Average,127782,0.06013847917635387,0,1009279,0,1,Home,0
49,1281993,Business,11,367122,36,Bad,294274,0.2295439760248488,1,879774,2,0,Business,1
26,932258,Business,3,1234110,36,Bad,489224,0.5247726222004829,1,1083380,5,1,Home,1
26,1666215,Self-Employed,1,1228666,60,Good,779794,0.46800294799713843,1,1275919,0,1,Personal,1
43,1001866,Self-Employed,15,1379052,24,Good,603813,0.6026877819111719,1,1201136,3,0,Car,1
41,1999217,Self-Employed,0,1483713,36,Average,641319,0.3207849269064204,0,753369,5,0,Education,0
30,1185121,Business,8,1156423,120,Average,275491,0.23245792416308195,1,657994,1,1,Education,1
27,1587762,Salaried,5,68703,12,Bad,22489,0.014163952680595279,0,631263,4,1,Education,0
51,898443,Self-Employed,26,1835848,36,Average,544021,0.6055146453201312,1,601230,3,0,Education,1
28,2196020,Business,7,957951,36,Average,326561,0.1487057728500775,0,215765,0,0,Education,0
43,1355512,Salaried,4,312884,36,Average,356139,0.262733739919868,0,252230,4,1,Home,0
46,2117179,Business,3,1819840,120,Good,157605,0.07444100170982156,0,161480,3,1,Car,0
46,1538314,Self-Employed,19,1335556,24,Good,408254,0.2653903784335458,1,1418607,5,0,Car,0
35,1449928,Salaried,0,1708954,180,Average,710421,0.48996950885181273,1,282309,4,1,Car,1
41,1719627,Business,6,1596177,12,Bad,59750,0.034745886901120474,1,206376,1,0,Home,1
45,1841575,Business,8,1616313,60,Average,524587,0.28485764367042143,0,1167785,2,0,Education,0
53,216190,Salaried,21,395344,12,Average,668388,3.0916550642718708,1,25437,5,0,Home,1
26,1404584,Salaried,5,1551709,36,Average,335078,0.2385601440995027,0,809524,5,1,Personal,0
46,1287423,Business,23,1976176,36,Bad,500807,0.3889992729667926,0,46635,4,0,Business,1
63,340961,Salaried,33,1725159,24,Bad,626823,1.8383954810213454,0,1022360,0,1,Personal,1
50,1777631,Salaried,23,214957,180,Good,451064,0.25374430703317674,0,456710,5,0,Car,0
29,581185,Self-Employed,2,335537,120,Average,138238,0.23785500683085967,1,1417170,2,1,Business,0
41,769611,Salaried,10,1876547,24,Good,670389,0.8710739957277174,1,1380562,1,1,Car,1
26,1661733,Salaried,4,612167,12,Good,351513,0.2115338555990309,1,995725,4,0,Business,0
44,1269741,Business,12,1650438,120,Good,595549,0.4690315040378282,1,929353,1,0,Personal,1
48,1855107,Business,13,1262299,60,Average,720127,0.3881860247489634,0,1233343,5,0,Business,0
57,1259657,Salaried,26,611065,120,Good,211703,0.16806387130475098,0,152779,5,1,Business,0
24,2378844,Salaried,3,702140,12,Average,561357,0.23597880484016404,0,521644,3,0,Education,0
43,2327701,Self-Employed,1,1605476,12,Good,248968,0.10695870863194687,1,1107913,0,0,Home,0
30,1593272,Business,0,1083601,60,Good,421552,0.26458240364331786,0,735660,0,1,Education,0
48,803792,Salaried,18,495626,24,Bad,172685,0.21483765098725666,1,621939,1,1,Business,1
54,210061,Salaried,16,419380,36,Average,444629,2.116656034884939,1,958225,2,0,Business,1
